1)tuId,2)tuName,5)tuGenes
RDBECOLITUC01673,yfgM,yfgM;
RDBECOLITUC01674,yfgM,yfgM;
RDBECOLITUC01675,yfGM,yfgM;
RDBECOLITUC01676,rpoS,rpoS;
RDBECOLITUC01677,rpoS,rpoS;
RDBECOLITUC01678,rpoS,rpoS;
RDBECOLITUC01679,rpoS,rpoS;
RDBECOLITUC01680,eno,eno;
RDBECOLITUC01681,pyrG-eno,eno;pyrG;
RDBECOLITUC01682,ubiT-yhbS,yhbS;ubiT;
RDBECOLITUC01683,rpsMKD-rpoA-rplQ,rpsK;rpsD;rpoA;rplQ;rpsM;
RDBECOLITUC01684,yheO-tusDCB,tusB;tusC;tusD;yheO;
RDBECOLITUC01685,kup,kup;
RDBECOLITUC01686,kup,kup;
RDBECOLITUC01687,fre,fre;
RDBECOLITUC01688,tpiA,tpiA;
RDBECOLITUC01689,menA-rraA,rraA;menA;
RDBECOLITUC01690,alr,alr;
RDBECOLITUC01691,yjdC,dicD;
RDBECOLITUC01692,groL,groL;
RDBECOLITUC01693,groL,groL;
RDBECOLITUC01694,groL,groL;
RDBECOLITUC01695,ydhYVWXUT,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY;
RDBECOLITUC01696,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01697,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01698,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01699,ybgA-phr,phr;ybgA;
RDBECOLITUC01700,gpt,gpt;
RDBECOLITUC01701,dksA-yadB,gluQ;dksA;
RDBECOLITUC01702,ecnB,ecnB;
RDBECOLITUC01703,creD,creD;
RDBECOLITUC01704,nemRA,nemA;nemR;
RDBECOLITUC01705,yliM-ompX,yliM;ompX;
RDBECOLITUC01706,ssrS-ygfA,fau;ssrS;
RDBECOLITUC01707,yfaXWVU,yfaU;yfaV;rhmD;yfaX;
RDBECOLITUC01708,pstS,pstS;
RDBECOLITUC01709,pstSCA,pstA;pstC;pstS;
RDBECOLITUC01710,pstB-phoU,phoU;pstB;
RDBECOLITUC01711,rph,rph;
RDBECOLITUC01712,mdtEF,mdtF;mdtE;
RDBECOLITUC01713,mdtEF,mdtF;mdtE;
RDBECOLITUC01714,cmr,mdfA;
RDBECOLITUC01715,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01716,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01717,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01718,murQP,murP;murQ;
RDBECOLITUC01719,murQP,murP;murQ;
RDBECOLITUC01720,sibE,sibE;
RDBECOLITUC01721,sibC,sibC;
RDBECOLITUC01722,gadW,gadW;
RDBECOLITUC01723,gadW,gadW;
RDBECOLITUC01724,uvrB,uvrB;
RDBECOLITUC01725,gadEF,gadF;gadE;
RDBECOLITUC01726,fadR,fadR;
RDBECOLITUC01727,yjeV,yjeV;
RDBECOLITUC01728,ogt,ogt;
RDBECOLITUC01729,pepA,pepA;
RDBECOLITUC01730,pepA,pepA;
RDBECOLITUC01731,gadE-mdtEF,gadF;mdtF;mdtE;gadE;
RDBECOLITUC01732,rfaYZ,waaZ;waaY;
RDBECOLITUC01733,mdh,mdh;
RDBECOLITUC01734,uxaCA,uxaA;uxaC;
RDBECOLITUC01735,exuT,exuT;
RDBECOLITUC01736,citCDEFXG,citG;citX;citF;citE;citD;citC;
RDBECOLITUC01737,dpiBA,dpiA;dpiB;
RDBECOLITUC01738,tsaE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;
RDBECOLITUC01739,ahpCF,ahpF;ahpC;
RDBECOLITUC01740,ycgZ-ymgA-ariR-ymgC,ymgC;ariR;ymgA;ycgZ;
RDBECOLITUC01741,yrbN-deaD,deaD;yrbN;
RDBECOLITUC01742,ivbL-ilvBN-uhpABC,uhpC;uhpB;uhpA;ilvN;ilvB;ivbL;
RDBECOLITUC01743,yfiRN,dgcN;yfiR;
RDBECOLITUC01744,iraD,idlP;ytiD;ytiC;iraD;
RDBECOLITUC01745,azuCR,azuR;azuC;
RDBECOLITUC01746,ykgR,ykgR;
RDBECOLITUC01747,yobF-cspC,cspC;yobF;
RDBECOLITUC01748,rraB,rraB;
RDBECOLITUC01749,glmY,glmY;
RDBECOLITUC01750,yahE,yahE;
RDBECOLITUC01751,nikABCDER,nikE;nikR;nikD;nikC;nikB;nikA;
RDBECOLITUC01752,htpG,htpG;
RDBECOLITUC01753,flhDC,flhC;flhD;
RDBECOLITUC01754,actP,actP;
RDBECOLITUC01755,rhaD,rhaD;
RDBECOLITUC01756,mqsRA,mqsA;mqsR;
RDBECOLITUC01757,xdhABC,xdhC;xdhB;xdhA;
RDBECOLITUC01758,acrD,acrD;
RDBECOLITUC01759,greA,greA;
RDBECOLITUC01760,fnrS,fnrS;
RDBECOLITUC01761,mgrR,mgrR;
RDBECOLITUC01762,selD-topB,topB;selD;
RDBECOLITUC01763,ynjH,ynjH;
RDBECOLITUC01764,rdcAB,rdcB;rdcA;
RDBECOLITUC01765,ykfBF-yafX-ykfGH-yafW-ykfI,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;
RDBECOLITUC01766,ykfBF-yafX-ykfGH-yafW-ykfI,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;
RDBECOLITUC01767,hemL,hemL;
RDBECOLITUC01768,hemL,hemL;
RDBECOLITUC01769,rnlB,rnlB;
RDBECOLITUC01770,pfkA,pfkA;
RDBECOLITUC01771,pgk,pgk;
RDBECOLITUC01772,pgk-fbaA,fbaA;pgk;
RDBECOLITUC01773,pgk,pgk;
RDBECOLITUC01774,pgk-fbaA,fbaA;pgk;
RDBECOLITUC01775,gpmA,gpmA;
RDBECOLITUC01776,eno,eno;
RDBECOLITUC01777,eno,eno;
RDBECOLITUC01778,pykF,pykF;
RDBECOLITUC01779,fabB,fabB;
RDBECOLITUC01780,gor,gor;
RDBECOLITUC01781,flxA,flxA;
RDBECOLITUC01782,fliCX,fliX;fliC;
RDBECOLITUC01783,tsr,tsr;
RDBECOLITUC01784,flgMN,flgN;flgM;
RDBECOLITUC01785,flgK,flgO;flgL;flgK;
RDBECOLITUC01786,aer,aer;
RDBECOLITUC01787,tar-tap-cheRBYZ,cheZ;cheY;cheB;cheR;tap;tar;
RDBECOLITUC01788,ycgR,ycgR;
RDBECOLITUC01789,yhjH,pdeH;
RDBECOLITUC01790,cspA,cspA;
RDBECOLITUC01791,cspA,cspA;
RDBECOLITUC01792,nanATEK-yhcH,nanQ;nanK;nanE;nanT;nanA;
RDBECOLITUC01793,dcuC,dcuC;
RDBECOLITUC01794,sodB,sodB;
RDBECOLITUC01795,asr,asr;
RDBECOLITUC01796,fxsA,fxsA;
RDBECOLITUC01797,ribA,ribA;
RDBECOLITUC01798,ribA,ribA;
RDBECOLITUC01799,osmC,osmC;
RDBECOLITUC01800,osmC,osmC;
RDBECOLITUC01801,pth-ychF,ychF;pth;
RDBECOLITUC01802,ychF,ychF;
RDBECOLITUC01803,metK,metK;
RDBECOLITUC01804,pspF,pspF;
RDBECOLITUC01805,pspF,pspF;
RDBECOLITUC01806,pspF,pspF;
RDBECOLITUC01807,cusCFBA,cusA;cusB;cusF;cusC;
RDBECOLITUC01808,cusRS,cusS;cusR;
RDBECOLITUC01809,inaA,inaA;
RDBECOLITUC01810,iscRSUA,iscA;iscU;iscS;iscR;
RDBECOLITUC01811,dcuD,dcuD;
RDBECOLITUC01812,gabDTP,gabP;gabT;gabD;
RDBECOLITUC01813,glcDEFGBA,glcA;glcB;glcG;glcF;glcE;glcD;
RDBECOLITUC01814,glcC,glcC;
RDBECOLITUC01815,osmY,osmY;
RDBECOLITUC01816,rpmF-plsX-fabHDG,fabG;fabD;fabH;plsX;rpmF;
RDBECOLITUC01817,rlmL-uup,rlmL;uup;
RDBECOLITUC01818,psiE,psiE;
RDBECOLITUC01819,hpt,hpt;
RDBECOLITUC01820,gcd,gcd;
RDBECOLITUC01821,mfd,mfd;
RDBECOLITUC01822,mfd,mfd;
RDBECOLITUC01823,ybjC-nfsA-rimK-ybjN,ybjN;rimK;nfsA;ybjC;
RDBECOLITUC01824,rimK-ybjN,ybjN;rimK;
RDBECOLITUC01825,gadX,gadX;
RDBECOLITUC01826,metNIQ,metQ;metI;metN;
RDBECOLITUC01827,serA,serA;
RDBECOLITUC01828,mhpABCDFE,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA;
RDBECOLITUC01829,mhpR-lacI,lacI;mhpR;
RDBECOLITUC01830,mgtA,mgtL;mgtA;
RDBECOLITUC01831,mgtA,mgtL;mgtA;
RDBECOLITUC01832,treR,treR;
RDBECOLITUC01833,treR,treR;
RDBECOLITUC01834,treR,treR;
RDBECOLITUC01835,mgrB,mgrB;
RDBECOLITUC01836,topA,topA;
RDBECOLITUC01837,topA,topA;
RDBECOLITUC01838,topA,topA;
RDBECOLITUC01839,topA,topA;
RDBECOLITUC01840,topA,topA;
RDBECOLITUC01841,fiu,fiu;
RDBECOLITUC01842,exbD,exbD;
RDBECOLITUC01843,fhuE,fhuE;
RDBECOLITUC01844,gyrB,gyrB;
RDBECOLITUC01845,sufABCDSE,sufE;sufS;sufD;sufC;sufB;sufA;
RDBECOLITUC01846,micF,micF;
RDBECOLITUC01847,narU,narU;
RDBECOLITUC01848,narU,narU;
RDBECOLITUC01849,isrC-flu,isrC;flu;
RDBECOLITUC01850,metJ,metJ;
RDBECOLITUC01851,metJ,metJ;
RDBECOLITUC01852,metJ,metJ;
RDBECOLITUC01853,amiA-hemF,hemF;amiA;
RDBECOLITUC01854,hemF,hemF;
RDBECOLITUC01855,recN,recN;
RDBECOLITUC01856,emrKY,emrY;emrK;
RDBECOLITUC01857,trxA,trxA;
RDBECOLITUC01858,trxA,trxA;
RDBECOLITUC01859,trxC,trxC;
RDBECOLITUC01860,copA,copA;
RDBECOLITUC01861,glsA-ybaT,ybaT;glsA;
RDBECOLITUC01862,cueO,cueO;
RDBECOLITUC01863,chiA,chiA;
RDBECOLITUC01864,xdhABC,xdhB;xdhC;xdhA;
RDBECOLITUC01865,cydAB,cydB;cydA;
RDBECOLITUC01866,cydAB,cydB;cydA;
RDBECOLITUC01867,cydAB,cydB;cydA;
RDBECOLITUC01868,fldB,fldB;
RDBECOLITUC01869,recF,recF;
RDBECOLITUC01870,recF,recF;
RDBECOLITUC01871,infC,infC;
RDBECOLITUC01872,infC-rpmI-rplT,rplT;rpmI;infC;
RDBECOLITUC01873,patA,patA;
RDBECOLITUC01874,rrsB-gltT-rrlB-rrfB,rrfB;rrlB;gltT;rrsB;
RDBECOLITUC01875,gpmA,gpmA;
RDBECOLITUC01876,ryhB,ryhB;
RDBECOLITUC01877,ygaC,ygaC;
RDBECOLITUC01878,lpxP,lpxP;
RDBECOLITUC01879,ybaB-recR,recR;ybaB;
RDBECOLITUC01880,bamE,bamE;
RDBECOLITUC01881,psd-mscM,mscM;psd;
RDBECOLITUC01882,bacA,bacA;
RDBECOLITUC01883,sbmA-yaiW,yaiW;sbmA;
RDBECOLITUC01884,sdsR-pphA,sdsR;pphA;
RDBECOLITUC01885,yeaY,yeaY;
RDBECOLITUC01886,yiiS-uspD,uspD;yiiS;
RDBECOLITUC01887,sixA,sixA;
RDBECOLITUC01888,yfeYX,yfeX;yfeY;
RDBECOLITUC01889,argR,argR;
RDBECOLITUC01890,asnW,asnW;
RDBECOLITUC01891,argT-hisJQMP,hisP;hisM;hisQ;hisJ;argT;
RDBECOLITUC01892,prpBCDE,prpE;prpD;prpC;prpB;
RDBECOLITUC01893,yeaGH,yeaH;yeaG;
RDBECOLITUC01894,yhdWXYZ,yhdZ;yhdY;yhdX;yhdW;
RDBECOLITUC01895,ddpXABCDF,ddpF;ddpD;ddpC;ddpB;ddpA;ddpX;
RDBECOLITUC01896,glnD,glnD;
RDBECOLITUC01897,glrR-glnB,glnB;glrR;
RDBECOLITUC01898,fhuF,fhuF;
RDBECOLITUC01899,rcsB,rcsB;
RDBECOLITUC01900,cbrBC,cbrC;cbrB;
RDBECOLITUC01901,yciG,yciG;
RDBECOLITUC01902,yciE,yciE;
RDBECOLITUC01903,pcnB-folk,folK;pcnB;
RDBECOLITUC01904,alaA-yfbR,yfbR;alaA;
RDBECOLITUC01905,luxS,luxS;
RDBECOLITUC01906,glgAP,glgP;glgA;
RDBECOLITUC01907,pstCAB-phoU,phoU;pstB;pstA;pstC;
RDBECOLITUC01908,pstB-phoU,phoU;pstB;
RDBECOLITUC01909,phoU,phoU;
RDBECOLITUC01910,uxaB,uxaB;
RDBECOLITUC01911,ssrS,ssrS;
RDBECOLITUC01912,ssrS,ssrS;
RDBECOLITUC01913,iraM,iraM;
RDBECOLITUC01914,tufA,tufA;
RDBECOLITUC01915,mhpR-lacI,lacI;mhpR;
RDBECOLITUC01916,yrbG-kdsDC-lptCAB,lptB;lptA;lptC;kdsC;kdsD;yrbG;
RDBECOLITUC01917,kdsC-lptCAB,lptB;lptA;lptC;kdsC;
RDBECOLITUC01918,kdsC-lptCAB,lptB;lptA;lptC;kdsC;
RDBECOLITUC01919,lptAB,lptB;lptA;
RDBECOLITUC01920,yjbEFGH,yjbH;yjbG;yjbF;yjbE;
RDBECOLITUC01921,arrS,arrS;
RDBECOLITUC01922,plsB,plsB;
RDBECOLITUC01923,dgkA,dgkA;
RDBECOLITUC01924,cbpAM,cbpM;cbpA;
RDBECOLITUC01926,rutABCDEFG,rutA;rutB;rutC;rutD;rutE;rutF;rutG;
RDBECOLITUC01927,acs-yjcHG,actP;yjcH;acs;
RDBECOLITUC01928,acs-yjcHG,actP;yjcH;acs;
RDBECOLITUC01929,metBL,metL;metB;
RDBECOLITUC01930,rapA-rluA,rluA;rapA;
RDBECOLITUC01931,nhaAR,nhaR;nhaA;
RDBECOLITUC01932,proP,proP;
RDBECOLITUC01933,sra,sra;
RDBECOLITUC01934,ftsQ,ftsQ;
RDBECOLITUC01935,fepDGC,fepC;fepG;fepD;
RDBECOLITUC01936,csiE,csiE;
RDBECOLITUC01937,cpxRA,cpxA;cpxR;
RDBECOLITUC01938,csiD-ygaF-gabDTP,gabP;gabT;gabD;lhgD;glaH;
RDBECOLITUC01939,pdeR,pdeR;
RDBECOLITUC01940,dsbC,dsbC;
RDBECOLITUC01941,mdoGH,opgH;opgG;
RDBECOLITUC01942,hlpA-lpxD-fabZ-lpxA,lpxA;fabZ;lpxD;skp;
RDBECOLITUC01943,bamC,bamC;
RDBECOLITUC01944,yceI,yceI;
RDBECOLITUC01945,bhsA,bhsA;
RDBECOLITUC01946,phoQ,phoQ;
RDBECOLITUC01947,mpaA,mpaA;
RDBECOLITUC01948,ydbK-ompN,ompN;ydbK;
RDBECOLITUC01950,gadC,gadC;
RDBECOLITUC01951,ydeNM,ydeM;ydeN;
RDBECOLITUC01952,ydeI,ydeI;
RDBECOLITUC01953,rfaDFCL,waaL;waaC;waaF;rfaD;
RDBECOLITUC01954,rfaDFCL,waaL;waaC;waaF;rfaD;
RDBECOLITUC01955,rfaDFCL,waaL;waaC;waaF;rfaD;
RDBECOLITUC01956,ydiY,ydiY;
RDBECOLITUC01957,lpxD,lpxD;
RDBECOLITUC01958,msrB,msrB;
RDBECOLITUC01959,fadD-sroD,sroD;fadD;
RDBECOLITUC01960,yggN,yggN;
RDBECOLITUC01961,sdiA,sdiA;
RDBECOLITUC01962,yggN,yggN;
RDBECOLITUC01963,ygiM,ygiM;
RDBECOLITUC01964,hemA-prfA-prmC,prmC;prfA;hemA;
RDBECOLITUC01965,hemA,hemA;
RDBECOLITUC01966,bamA,bamA;
RDBECOLITUC01967,yqjA-mzrA,mzrA;yqjA;
RDBECOLITUC01968,rpsI,rpsI;
RDBECOLITUC01969,bamD,bamD;
RDBECOLITUC01970,rseP,rseP;
RDBECOLITUC01971,gntU,gntU;
RDBECOLITUC01972,yghF,yghF;
RDBECOLITUC01973,yciT,yciT;
RDBECOLITUC01974,yffO-yffP,yffP;yffO;
RDBECOLITUC01975,araFGH,araH;araG;araF;
RDBECOLITUC01976,ppk-ppx,ppx;ppk;
RDBECOLITUC01977,appY,appY;
RDBECOLITUC01978,gpmM-envC-yibQ,yibQ;envC;gpmM;
RDBECOLITUC01979,csrA,csrA;
RDBECOLITUC01980,csrA,csrA;
RDBECOLITUC01981,csrA,csrA;
RDBECOLITUC01982,csrA,csrA;
RDBECOLITUC01983,rybA-mntS,rybA;mntS;
RDBECOLITUC01984,azoR,azoR;
RDBECOLITUC01985,ddpXABCDF,ddpF;ddpD;ddpC;ddpB;ddpA;ddpX;
RDBECOLITUC01986,ddpXABCDF,ddpF;ddpD;ddpC;ddpB;ddpA;ddpX;
RDBECOLITUC01987,sdiA,sdiA;
RDBECOLITUC01988,sdiA,sdiA;
RDBECOLITUC01989,sdiA,sdiA;
RDBECOLITUC01990,cbrA,cbrA;
RDBECOLITUC01991,recG,recG;
RDBECOLITUC01992,metH,metH;
RDBECOLITUC01993,patZ,patZ;
RDBECOLITUC01994,shiA,shiA;
RDBECOLITUC01995,leuO,leuO;
RDBECOLITUC01996,leuO,leuO;
RDBECOLITUC01997,leuLABCD,leuD;leuC;leuB;leuA;leuL;
RDBECOLITUC01998,rsmG,rsmG;
RDBECOLITUC01999,gapA,gapA;
RDBECOLITUC02000,gapA,gapA;
RDBECOLITUC02001,fumC,fumC;
RDBECOLITUC02002,rmf,rmf;
RDBECOLITUC02003,esrE,esrE;
RDBECOLITUC02004,thrL,thrL;
RDBECOLITUC02005,btsT,btsT;
RDBECOLITUC02006,yhjX,yhjX;
RDBECOLITUC02007,cspI,cspI;
RDBECOLITUC02008,ibaG-murA,murA;ibaG;
RDBECOLITUC02009,dksA-gluQ,gluQ;dksA;
RDBECOLITUC02010,yibD,waaH;
RDBECOLITUC02011,fumAC,fumC;fumA;
RDBECOLITUC02012,bluF,bluF;
RDBECOLITUC02013,ssrA,ssrA;
RDBECOLITUC02014,yfeCD,yfeD;yfeC;
RDBECOLITUC02015,leuL,leuL;
RDBECOLITUC02016,sucAB,sucB;sucA;
RDBECOLITUC02017,trpL,trpL;
RDBECOLITUC02018,hisL,hisL;
RDBECOLITUC02019,gntK,gntK;
RDBECOLITUC02020,ivbL,ivbL;
RDBECOLITUC02021,tnaC,tnaC;
RDBECOLITUC02022,bglG,bglG;
RDBECOLITUC02023,ilvL,ilvL;
RDBECOLITUC02024,ilvL,ilvL;
RDBECOLITUC02025,rhoL,rhoL;
RDBECOLITUC02026,tatABC,tatC;tatB;tatA;
RDBECOLITUC02027,ycjY-ymjDC-mpaA,mpaA;ymjC;ymjD;ycjY;
RDBECOLITUC02028,frr,frr;
RDBECOLITUC02029,leuE,leuE;
RDBECOLITUC02030,agrA,agrA;
RDBECOLITUC02031,agrB,agrB;
RDBECOLITUC02032,cbpA-cbpM,cbpM;cbpA;
RDBECOLITUC02033,cbpA-cbpM,cbpM;cbpA;
RDBECOLITUC02034,nemRA-gloA,gloA;nemA;nemR;
RDBECOLITUC02035,ydcSTUV-patD,patD;ydcV;ydcU;ydcT;ydcS;
RDBECOLITUC02036,acpP,acpP;
RDBECOLITUC02037,fabF,fabF;
RDBECOLITUC02038,ydbK-ompN,ompN;ydbK;
RDBECOLITUC02039,nanA,nanA;
RDBECOLITUC02040,nanCMS,nanS;nanM;nanC;
RDBECOLITUC02041,ghoST,ghoT;ghoS;
RDBECOLITUC02042,feaR,feaR;
RDBECOLITUC02043,feaR,feaR;
RDBECOLITUC02044,feaR,feaR;
RDBECOLITUC02045,feaB,feaB;
RDBECOLITUC02046,tynA,tynA;
RDBECOLITUC02047,ssnA,ssnA;
RDBECOLITUC02048,gcvR,gcvR;
RDBECOLITUC02049,degQ,degQ;
RDBECOLITUC02050,degS,degS;
RDBECOLITUC02051,bglG,bglG;
RDBECOLITUC02052,yejG,yejG;
RDBECOLITUC02053,mepS,mepS;
RDBECOLITUC02055,aroL-yaiA-aroM,aroM;yaiA;aroL;
RDBECOLITUC02056,serC,serC;
RDBECOLITUC02057,araE-ygeA,ygeA;araE;
RDBECOLITUC02058,ralA,ralA;
RDBECOLITUC02059,lapAB,lapB;lapA;
RDBECOLITUC02060,micL,micL;
RDBECOLITUC02061,grcA,grcA;
RDBECOLITUC02062,galE,galE;
RDBECOLITUC02063,galE,galE;
RDBECOLITUC02064,galET,galT;galE;
RDBECOLITUC02065,galET,galT;galE;
RDBECOLITUC02066,galETK,galK;galT;galE;
RDBECOLITUC02067,galETK,galK;galT;galE;
RDBECOLITUC02068,galK,galK;
RDBECOLITUC02069,relA,relA;
RDBECOLITUC02070,relA,relA;
RDBECOLITUC02072,ariR,ariR;
RDBECOLITUC02073,gltI-sroC-gltJKL,gltL;gltK;gltJ;sroC;gltI;
RDBECOLITUC02074,metG,metG;
RDBECOLITUC02075,yibN-grxC-secB-gpsA,grxC;yibN;gpsA;secB;
RDBECOLITUC02076,ascB,ascB;
RDBECOLITUC02077,panD,panD;
RDBECOLITUC02078,accA,accA;
RDBECOLITUC02079,accBC,accC;accB;
RDBECOLITUC02080,fabI,fabI;
RDBECOLITUC02081,yajG-ampG,ampG;yajG;
RDBECOLITUC02082,yqaE-kbp,kbp;yqaE;
RDBECOLITUC02083,exuR,exuR;
RDBECOLITUC02084,lgt,lgt;
RDBECOLITUC02085,thyA,thyA;
RDBECOLITUC02086,sdsN,sdsN;
RDBECOLITUC02087,sdiA,sdiA;
RDBECOLITUC02088,sdiA,sdiA;
RDBECOLITUC02089,rplU-rpmA-yhbE-obgE,obgE;yhbE;rpmA;rplU;
RDBECOLITUC02090,sdsN,sdsN;
RDBECOLITUC02091,rpoE-rseABC,rseD;rseC;rseB;rseA;rpoE;
RDBECOLITUC02092,rseD-rpoE-rseABC,rseD;rseC;rseB;rseA;rpoE;
RDBECOLITUC02093,rseD-rpoE-rseABC,rseD;rseC;rseB;rseA;rpoE;
RDBECOLITUC02094,rpoE-rseABC,rseC;rseB;rseA;rpoE;
RDBECOLITUC02095,hcp-hcr-poxB,poxB;hcr;hcp;
RDBECOLITUC02096,leuV,leuV;
RDBECOLITUC02097,leuO,leuO;
RDBECOLITUC02098,serW,serW;
RDBECOLITUC02099,infA-serW,serW;infA;
RDBECOLITUC02100,ymdAB-clsC,clsC;ymdB;ymdA;
RDBECOLITUC02101,ymdB,ymdB;
RDBECOLITUC02102,ymdAB,ymdB;ymdA;
RDBECOLITUC02103,mlaFEDCB,mlaB;mlaC;mlaD;mlaE;mlaF;
RDBECOLITUC02104,mlaFEDCB,mlaB;mlaC;mlaD;mlaE;mlaF;
RDBECOLITUC02105,yihW,csqR;
RDBECOLITUC02106,argH,argH;
RDBECOLITUC02107,yihUTS,yihS;yihT;yihU;
RDBECOLITUC02108,yihUTS,yihS;yihT;yihU;
RDBECOLITUC02109,yihUTS,yihS;yihT;yihU;
RDBECOLITUC02110,yihUTS,yihS;yihT;yihU;
RDBECOLITUC02111,aroD,aroD;
RDBECOLITUC02112,csgA,csgA;
RDBECOLITUC02113,dmsC,dmsC;
RDBECOLITUC02114,fucO,fucO;
RDBECOLITUC02115,fucU,fucU;
RDBECOLITUC02116,garR,garR;
RDBECOLITUC02117,glpQ,glpQ;
RDBECOLITUC02118,imp,lptD;
RDBECOLITUC02119,imp,lptD;
RDBECOLITUC02120,imp-surA-pdxA,pdxA;surA;lptD;
RDBECOLITUC02121,iclR,iclR;
RDBECOLITUC02122,secMA-mutT,mutT;secA;secM;
RDBECOLITUC02123,yaiS,yaiS;
RDBECOLITUC02124,kch,kch;
RDBECOLITUC02125,puuP,ymjE;puuP;
RDBECOLITUC02126,glrK,glrK;
RDBECOLITUC02127,btuD,btuD;
RDBECOLITUC02128,malY,malY;
RDBECOLITUC02129,psiF,psiF;
RDBECOLITUC02130,allB,allB;
RDBECOLITUC02131,allB,allB;
RDBECOLITUC02132,allB,allB;
RDBECOLITUC02133,frlR,frlR;
RDBECOLITUC02134,frlR,frlR;
RDBECOLITUC02135,gnsA,gnsA;
RDBECOLITUC02136,gnsA,gnsA;
RDBECOLITUC02137,mngB,mngB;
RDBECOLITUC02138,mngB,mngB;
RDBECOLITUC02139,paaJ,paaJ;
RDBECOLITUC02140,paaJ,paaJ;
RDBECOLITUC02141,paaJ,paaJ;
RDBECOLITUC02142,nanY,nanY;
RDBECOLITUC02143,nanY,nanY;
RDBECOLITUC02144,xapB,xapB;
RDBECOLITUC02145,xapB,xapB;
RDBECOLITUC02146,xapB,xapB;
RDBECOLITUC02147,btuE,btuE;
RDBECOLITUC02148,btuE,btuE;
RDBECOLITUC02149,speD,speD;
RDBECOLITUC02150,speE,speE;
RDBECOLITUC02151,aroM,aroM;
RDBECOLITUC02152,lpxT,lpxT;
RDBECOLITUC02153,nagE,nagE;
RDBECOLITUC02154,nei,nei;
RDBECOLITUC02155,uhpB,uhpB;
RDBECOLITUC02156,yabR,yabR;
RDBECOLITUC02157,sokX,sokX;
RDBECOLITUC02158,trxA,trxA;
RDBECOLITUC02159,infB,infB;
RDBECOLITUC02160,nusA-infB,infB;nusA;
RDBECOLITUC02161,norVW,norW;norV;
RDBECOLITUC02162,seqA-pgm,pgm;seqA;
RDBECOLITUC02163,garD,garD;
RDBECOLITUC02164,gudPXD,gudD;gudX;gudP;
RDBECOLITUC02165,mngAB,mngB;mngA;
RDBECOLITUC02166,rpiB,rpiB;
RDBECOLITUC02167,cdaR,cdaR;
RDBECOLITUC02168,alsRBACE,alsE;alsC;alsA;alsB;alsR;
RDBECOLITUC02169,alsRBACE,alsE;alsC;alsA;alsB;alsR;
RDBECOLITUC02170,pdeL,pdeL;
RDBECOLITUC02171,appY,appY;
RDBECOLITUC02172,sdsR-pphA,pphA;sdsR;
RDBECOLITUC02173,hicAB,hicB;hicA;
RDBECOLITUC02174,gltF,gltF;
RDBECOLITUC02175,oppBCDF,oppF;oppD;oppC;oppB;
RDBECOLITUC02176,mqsA,mqsA;
RDBECOLITUC02177,mqsA,mqsA;
RDBECOLITUC02178,rpmE,rpmE;
RDBECOLITUC02179,ibsC,ibsC;
RDBECOLITUC02180,ibsD,ibsD;
RDBECOLITUC02181,yrbN-deaD,deaD;yrbN;
RDBECOLITUC02182,pykF,pykF;
RDBECOLITUC02183,micF,micF;
RDBECOLITUC02184,rrsA-ileT-alaT-rrlA-rrfA,rrfA;rrlA;alaT;ileT;rrsA;
RDBECOLITUC02185,ycgZ-ymgA-ariR-ymgC,ymgC;ariR;ymgA;ycgZ;
RDBECOLITUC02186,murR,murR;
RDBECOLITUC02187,mnmG-rsmG,mnmG;rsmG;
RDBECOLITUC02188,acnA,ymiC;acnA;
RDBECOLITUC02189,glk,glk;
RDBECOLITUC02190,hyaABCDEF,hyaA;hyaB;hyaC;hyaD;hyaE;hyaF;
RDBECOLITUC02191,ssrS,ssrS;
RDBECOLITUC02192,ssrS-ygfA,fau;ssrS;
RDBECOLITUC02193,mdoGH,opgH;opgG;
RDBECOLITUC02194,pykA,pykA;
RDBECOLITUC02195,galETK,galK;galT;galE;
RDBECOLITUC02196,galET,galT;galE;
RDBECOLITUC02197,galE,galE;
RDBECOLITUC02198,galETKM,galM;galK;galT;galE;
RDBECOLITUC02199,groSL,groL;groS;
RDBECOLITUC02200,adhE,adhE;
RDBECOLITUC02201,gltBDF,gltB;gltD;gltF;
RDBECOLITUC02202,araFGH,araH;araG;araF;
RDBECOLITUC02203,cyaR,cyaR;
RDBECOLITUC02204,cyaR,cyaR;
RDBECOLITUC02205,pqiABC,pqiC;pqiB;pqiA;
RDBECOLITUC02206,dnaN-recF,recF;dnaN;
RDBECOLITUC02207,metK,metK;
RDBECOLITUC02208,eno,eno;
RDBECOLITUC02209,sgrST-setA,sgrT;setA;sgrS;
RDBECOLITUC02210,aidB,aidB;
